Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Credit Score,Insurance Duration,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount,Year,Day,Month_name
38.0,Male,516.0,Divorced,0.0,Bachelor's,Employed,,Suburban,Premium,0.0,,6.0,Average,No,Weekly,Apartment,930.0,2022,4,September
26.0,Female,91478.0,Divorced,3.0,High School,Self-Employed,25.8580193429911,Suburban,Basic,1.0,383.0,8.0,Good,Yes,Monthly,Apartment,1514.0,2023,3,June
59.0,Male,18487.0,Married,3.0,High School,,21.56479530202966,Suburban,Comprehensive,,788.0,8.0,Good,Yes,Daily,Condo,1548.0,2020,24,November
34.0,Female,37882.0,Single,,Bachelor's,Unemployed,32.9391767292559,Suburban,Basic,,667.0,8.0,Poor,Yes,Weekly,Apartment,1398.0,2022,16,April
35.0,Male,114914.0,Divorced,3.0,PhD,Employed,,Suburban,Comprehensive,3.0,,9.0,Poor,No,Monthly,House,1795.0,2022,29,June
30.0,Male,16962.0,Single,0.0,PhD,Self-Employed,8.596426108623834,Rural,Basic,0.0,576.0,5.0,Good,No,Monthly,Condo,1269.0,2020,28,November
44.0,Female,45808.0,Married,4.0,PhD,,6.605616066359096,Suburban,Premium,,753.0,7.0,Poor,Yes,Monthly,Apartment,548.0,2020,5,April
26.0,Female,12259.0,Divorced,0.0,Bachelor's,Employed,7.718218770899851,Rural,Comprehensive,1.0,364.0,8.0,Average,No,Daily,Apartment,1058.0,2022,12,September
49.0,Male,6991.0,Divorced,4.0,Master's,Unemployed,30.78318754899704,Suburban,Basic,,558.0,1.0,Good,No,Daily,House,439.0,2020,11,January
47.0,Male,34298.0,Divorced,,Bachelor's,Unemployed,13.858679905293284,Suburban,Basic,,,2.0,Average,No,Rarely,Apartment,1013.0,2023,23,January
37.0,Female,1577.0,Single,,Bachelor's,,34.06528119319464,Suburban,Premium,2.0,774.0,6.0,Poor,No,Weekly,Condo,1334.0,2021,1,March
57.0,Female,28163.0,Single,2.0,PhD,Self-Employed,29.32981140158452,Suburban,Basic,1.0,754.0,7.0,Average,No,Daily,Condo,3299.0,2020,22,January
45.0,Male,23706.0,Single,0.0,PhD,Self-Employed,16.427445214381724,Rural,Premium,1.0,647.0,7.0,Average,Yes,Monthly,Condo,3124.0,2020,27,April
37.0,Female,16098.0,Single,3.0,Bachelor's,Unemployed,35.91981342736158,Suburban,Basic,1.0,676.0,7.0,Average,Yes,Weekly,House,972.0,2022,21,April
32.0,Female,105934.0,Divorced,1.0,PhD,Employed,42.69107550649098,Rural,Comprehensive,0.0,494.0,5.0,,No,Rarely,House,1690.0,2024,1,August
41.0,Male,102911.0,Divorced,1.0,PhD,Unemployed,38.91172400884863,Suburban,Premium,2.0,521.0,8.0,Average,Yes,Rarely,House,2255.0,2023,22,December
,Female,26991.0,Divorced,1.0,PhD,,28.079409275012463,Urban,Comprehensive,,753.0,3.0,Poor,Yes,Monthly,Apartment,452.0,2023,9,October
35.0,Female,565.0,Divorced,0.0,PhD,Employed,35.783673407969644,Urban,Premium,1.0,798.0,9.0,Poor,Yes,Daily,Apartment,130.0,2022,11,April
,Male,714.0,Single,2.0,Master's,,28.14390713832034,Rural,Comprehensive,,457.0,7.0,Poor,No,Weekly,Condo,647.0,2021,17,October
49.0,Male,49501.0,Married,1.0,Bachelor's,Unemployed,14.817389753221896,Rural,Comprehensive,0.0,301.0,5.0,Average,No,Monthly,Apartment,572.0,2023,2,October
59.0,Male,8984.0,Married,3.0,Bachelor's,Employed,27.85711644966039,Suburban,Basic,1.0,771.0,9.0,Good,No,Rarely,House,973.0,2022,6,July
46.0,Female,22700.0,Divorced,4.0,High School,Employed,39.22288693857205,Suburban,Premium,0.0,757.0,2.0,Good,Yes,Rarely,Apartment,857.0,2023,1,February
37.0,Female,17861.0,Single,2.0,High School,Employed,16.80791724746764,Rural,Premium,,511.0,1.0,Poor,Yes,Daily,Apartment,1678.0,2023,20,February
31.0,Female,72908.0,Single,1.0,PhD,Employed,43.087846316665,Rural,Basic,0.0,475.0,3.0,Good,No,Weekly,Apartment,324.0,2024,15,March
35.0,Male,14004.0,Married,2.0,Master's,Employed,21.92763127290417,Urban,Basic,,464.0,2.0,Poor,Yes,Weekly,House,1621.0,2021,24,March
46.0,Male,78844.0,Single,3.0,High School,Self-Employed,26.846270541254096,Urban,Premium,,682.0,4.0,,No,Daily,House,393.0,2022,14,January
43.0,Male,20763.0,Divorced,2.0,Bachelor's,,25.865345124783843,Suburban,Premium,0.0,469.0,4.0,Good,Yes,Daily,House,2070.0,2020,14,September
44.0,Female,382.0,Divorced,0.0,PhD,Self-Employed,9.61252978053829,Rural,Premium,1.0,,8.0,Poor,Yes,Weekly,House,1531.0,2022,12,January
36.0,Female,87760.0,Married,3.0,Master's,,20.05147867413689,Suburban,Premium,1.0,439.0,1.0,Good,No,Rarely,House,1672.0,2022,27,August
42.0,Female,3691.0,Single,2.0,PhD,Self-Employed,18.104897912528934,Suburban,Premium,1.0,389.0,7.0,Good,Yes,Rarely,House,1269.0,2021,7,August
60.0,Male,37353.0,Married,2.0,Bachelor's,,47.56304677867313,Urban,Premium,0.0,501.0,5.0,Poor,No,Daily,Condo,2444.0,2023,28,December
19.0,Male,26667.0,Married,1.0,PhD,Unemployed,41.84780337121526,Urban,Basic,0.0,710.0,2.0,Average,Yes,Rarely,Apartment,731.0,2021,1,November
20.0,Female,35.0,Married,3.0,Master's,Employed,41.34110038156988,Rural,Premium,,,8.0,Good,No,Rarely,Condo,1909.0,2022,2,February
20.0,Female,13982.0,Single,2.0,High School,Employed,35.81628779133199,Rural,Premium,1.0,597.0,8.0,Good,Yes,Rarely,House,2317.0,2024,29,May
57.0,Female,3276.0,Married,3.0,Master's,Employed,26.92631064202181,Urban,Comprehensive,2.0,671.0,3.0,Good,No,Weekly,House,124.0,2024,11,June
22.0,Male,24075.0,Single,0.0,High School,Unemployed,22.85785671984864,Rural,Comprehensive,,708.0,3.0,Good,No,Rarely,House,67.0,2022,22,May
36.0,Male,,Single,3.0,PhD,,13.812225504963012,Rural,Premium,3.0,682.0,6.0,Good,Yes,Weekly,House,1851.0,2020,21,February
33.0,Female,23862.0,Divorced,0.0,PhD,Unemployed,48.0683504404246,Suburban,Premium,1.0,,8.0,Poor,Yes,Weekly,House,1273.0,2020,1,July
21.0,Male,30228.0,Married,1.0,High School,Self-Employed,23.31285970498399,Suburban,Basic,0.0,646.0,5.0,Average,No,Weekly,Condo,845.0,2024,26,June
20.0,Female,7053.0,Divorced,0.0,Bachelor's,,33.89033315130052,Urban,Premium,,753.0,8.0,Average,No,Rarely,Apartment,635.0,2023,25,December
63.0,Female,5518.0,Single,1.0,High School,Self-Employed,42.17078133866264,Suburban,Premium,1.0,,9.0,Good,No,Rarely,Condo,799.0,2022,14,February
59.0,Female,467.0,Divorced,0.0,PhD,,27.62861114908896,Suburban,Comprehensive,2.0,,5.0,Poor,No,Daily,House,1611.0,2021,31,January
51.0,Male,54754.0,Married,3.0,Master's,,28.144849089628032,Rural,Premium,1.0,530.0,4.0,Good,Yes,Daily,Apartment,90.0,2023,27,July
47.0,Male,19784.0,Single,0.0,High School,Self-Employed,17.54032887094505,Rural,Premium,,322.0,9.0,Good,No,Weekly,Apartment,622.0,2021,25,December
46.0,Female,24706.0,Married,1.0,Master's,Employed,33.83071567475216,Rural,Comprehensive,1.0,395.0,7.0,Good,Yes,Weekly,Condo,740.0,2023,22,December
30.0,Male,88698.0,Single,4.0,Master's,,22.31482452264196,Urban,Premium,,594.0,9.0,Average,Yes,Rarely,House,88.0,2023,4,April
59.0,Male,28561.0,Single,0.0,Bachelor's,Unemployed,33.68763420739423,Suburban,Comprehensive,2.0,357.0,2.0,Poor,No,Rarely,House,589.0,2023,23,July
31.0,Male,30961.0,Single,,Bachelor's,Employed,32.47015826578515,Rural,Basic,0.0,590.0,3.0,Poor,No,Weekly,Condo,1071.0,2020,14,October
37.0,Female,,Divorced,1.0,PhD,,27.82900952450146,Rural,Basic,0.0,392.0,3.0,,No,Weekly,House,851.0,2023,17,April
18.0,Female,1686.0,Divorced,1.0,PhD,Self-Employed,19.68208973034679,Urban,Premium,2.0,752.0,3.0,Poor,Yes,Weekly,Apartment,735.0,2022,3,October
58.0,Male,114884.0,Divorced,3.0,Bachelor's,Self-Employed,45.51581901104944,Urban,Basic,,803.0,4.0,Good,No,Monthly,House,112.0,2020,25,November
30.0,Male,37930.0,Married,3.0,PhD,Employed,17.186541738438613,Rural,Premium,,583.0,7.0,Good,Yes,Monthly,Condo,493.0,2023,16,July
32.0,Male,44143.0,Single,,Master's,Self-Employed,40.65686919133964,Suburban,Premium,0.0,770.0,8.0,Good,Yes,Daily,Apartment,2764.0,2022,9,September
26.0,Female,2476.0,Divorced,3.0,Bachelor's,Employed,16.67553399486589,Suburban,Basic,2.0,516.0,4.0,Average,Yes,Monthly,Apartment,1327.0,2022,14,December
54.0,Female,16303.0,Divorced,4.0,PhD,Unemployed,15.717388181598476,Urban,Comprehensive,,687.0,1.0,Average,No,Rarely,Apartment,727.0,2021,21,May
35.0,Female,18053.0,Divorced,1.0,Bachelor's,Unemployed,13.656318998011274,Suburban,Basic,,509.0,9.0,Poor,No,Monthly,House,489.0,2022,20,December
35.0,Male,21490.0,Divorced,3.0,PhD,Self-Employed,20.18674167048821,Rural,Premium,,769.0,8.0,Average,No,Monthly,Apartment,1611.0,2023,7,November
38.0,Female,18671.0,Single,3.0,High School,Employed,28.75246066517716,Urban,Premium,1.0,739.0,7.0,Good,No,Daily,House,602.0,2021,9,April
62.0,Female,109870.0,Married,,Bachelor's,,45.83729310112471,Rural,Basic,3.0,711.0,4.0,Average,No,Weekly,House,4051.0,2020,7,April
50.0,Male,5900.0,Married,3.0,PhD,Self-Employed,8.641271188374242,Urban,Premium,2.0,618.0,9.0,Poor,Yes,Monthly,Apartment,929.0,2022,20,July
28.0,Male,791.0,,,High School,,18.69407708290151,Urban,Premium,,321.0,9.0,,Yes,Weekly,Condo,289.0,2021,18,April
52.0,Female,40228.0,Divorced,,Bachelor's,Self-Employed,18.69649054480891,Rural,Comprehensive,0.0,607.0,1.0,Average,No,Rarely,Apartment,34.0,2023,31,July
41.0,Male,51862.0,Single,3.0,Bachelor's,Employed,44.60206092884839,Suburban,Basic,,577.0,1.0,Poor,Yes,Rarely,Condo,383.0,2019,26,September
62.0,Male,83789.0,Married,4.0,PhD,Unemployed,,Rural,Premium,,459.0,5.0,Average,Yes,Monthly,Condo,977.0,2021,7,February
52.0,Male,24986.0,Single,0.0,PhD,,13.09631789730197,Suburban,Basic,1.0,323.0,8.0,Average,Yes,Weekly,House,537.0,2023,19,July
26.0,Female,29316.0,Single,4.0,PhD,Unemployed,52.62907076251238,Suburban,Comprehensive,0.0,535.0,6.0,Poor,Yes,Weekly,House,1415.0,2022,21,December
32.0,Female,29786.0,Single,,High School,Employed,17.270154008564205,Urban,Premium,,728.0,8.0,Average,Yes,Rarely,Apartment,150.0,2021,17,November
53.0,Female,29056.0,Married,2.0,Bachelor's,,34.79886439499746,Urban,Premium,2.0,744.0,5.0,Poor,No,Weekly,Condo,1210.0,2021,26,November
43.0,Male,25136.0,Divorced,0.0,Master's,Employed,47.0971665406055,Suburban,Premium,1.0,822.0,4.0,Good,No,Monthly,Condo,3245.0,2020,22,August
36.0,Female,114894.0,Divorced,0.0,Master's,Employed,16.93627934030271,Rural,Comprehensive,2.0,,8.0,Average,No,Rarely,Apartment,30.0,2024,21,January
24.0,Male,20340.0,Divorced,1.0,PhD,,43.69262367374131,Rural,Premium,,515.0,2.0,,No,Weekly,House,176.0,2020,22,October
43.0,Male,33472.0,Divorced,1.0,Bachelor's,Employed,43.89861822524965,Urban,Basic,,346.0,3.0,Average,Yes,Monthly,Apartment,472.0,2020,2,December
46.0,Male,51661.0,Divorced,2.0,Master's,Unemployed,24.81960424247191,Suburban,Comprehensive,2.0,710.0,9.0,Average,No,Rarely,Condo,41.0,2019,2,September
29.0,Male,1005.0,Divorced,1.0,PhD,Self-Employed,4.865408036593963,Suburban,Basic,2.0,694.0,8.0,Poor,Yes,Rarely,Apartment,573.0,2020,17,July
33.0,Female,72782.0,Divorced,3.0,Master's,Unemployed,39.917723499898,Rural,Comprehensive,,775.0,8.0,Average,No,Rarely,House,221.0,2019,17,December
29.0,Female,,,3.0,Bachelor's,Employed,15.666066036420723,Urban,Comprehensive,3.0,,3.0,Poor,Yes,Daily,Apartment,494.0,2022,7,August
62.0,Female,71597.0,Single,,PhD,Self-Employed,4.59316012250246,Rural,Premium,0.0,731.0,4.0,,No,Rarely,Condo,338.0,2020,27,November
58.0,Female,8991.0,Single,0.0,Bachelor's,,11.839331494245204,Suburban,Basic,1.0,748.0,6.0,Good,No,Daily,Condo,1444.0,2022,22,June
41.0,Female,2415.0,Single,2.0,High School,Self-Employed,,Suburban,Comprehensive,0.0,727.0,2.0,Poor,No,Rarely,House,1263.0,2021,22,September
24.0,Male,24986.0,Married,1.0,High School,,42.08561028071976,Rural,Basic,1.0,840.0,4.0,Good,Yes,Rarely,House,491.0,2022,15,October
64.0,Male,15274.0,Single,1.0,PhD,,34.94463287340424,Rural,Basic,2.0,549.0,3.0,,Yes,Monthly,House,671.0,2019,19,August
37.0,Male,5753.0,Married,4.0,Bachelor's,Self-Employed,23.07017328793946,Rural,Basic,,694.0,6.0,Poor,Yes,Daily,Apartment,211.0,2019,13,September
60.0,Male,85147.0,Divorced,0.0,High School,Unemployed,10.354949468801664,Urban,Basic,0.0,,5.0,,No,Monthly,House,366.0,2023,14,June
32.0,Male,5547.0,Single,,Bachelor's,,8.624555361209957,Urban,Premium,0.0,699.0,8.0,Good,Yes,Daily,Condo,486.0,2023,24,November
25.0,Male,24986.0,Single,1.0,PhD,Employed,24.86563271347426,Rural,Basic,,709.0,1.0,Good,Yes,Weekly,Condo,925.0,2022,3,July
57.0,Male,28332.0,Single,3.0,Bachelor's,Self-Employed,14.927352773497836,Rural,Basic,0.0,781.0,2.0,Average,No,Weekly,House,583.0,2021,23,July
64.0,Female,8925.0,Divorced,0.0,PhD,,35.441624707857706,Rural,Premium,,403.0,5.0,Average,Yes,Weekly,Apartment,884.0,2021,20,August
56.0,Male,40585.0,Single,1.0,Master's,Unemployed,38.99397589415235,Rural,Premium,,,2.0,Good,No,Monthly,Apartment,1590.0,2020,10,April
58.0,Male,30373.0,Divorced,,Bachelor's,,19.511623607690343,Rural,Premium,0.0,469.0,3.0,Good,Yes,Daily,Condo,3067.0,2022,7,August
53.0,Male,20518.0,Divorced,0.0,PhD,Employed,23.055147051449755,Suburban,Basic,1.0,846.0,8.0,Good,Yes,Rarely,Condo,489.0,2023,26,March
30.0,Male,27177.0,Single,2.0,High School,Unemployed,46.393098238004086,Suburban,Comprehensive,0.0,453.0,3.0,Good,Yes,Monthly,Condo,927.0,2023,28,October
62.0,Female,30221.0,Married,,Master's,Unemployed,30.376033591379056,Suburban,Premium,,,8.0,Poor,No,Weekly,Condo,1482.0,2019,20,October
46.0,Female,43037.0,Married,0.0,Master's,Self-Employed,34.75243310982776,Suburban,Premium,,503.0,2.0,Average,Yes,Rarely,House,649.0,2022,26,October
58.0,Male,29598.0,Married,1.0,PhD,Employed,39.07991310128115,Urban,Comprehensive,0.0,543.0,2.0,Average,Yes,Weekly,Condo,1008.0,2023,22,July
48.0,Male,19970.0,Single,0.0,PhD,,38.73891645464523,Rural,Premium,1.0,750.0,4.0,Poor,No,Weekly,House,961.0,2022,16,January
41.0,Female,56714.0,Married,4.0,Master's,Unemployed,15.947138975852369,Urban,Premium,1.0,456.0,7.0,Good,Yes,Monthly,Apartment,1556.0,2021,4,February
34.0,Male,127900.0,Married,1.0,Master's,,40.69307445148033,Urban,Comprehensive,,382.0,3.0,Average,Yes,Rarely,Condo,3927.0,2021,17,October
38.0,Male,18054.0,Divorced,3.0,Master's,Self-Employed,40.5076183907267,Suburban,Basic,,477.0,4.0,Good,Yes,Daily,House,2248.0,2023,13,April
29.0,Male,27696.0,Single,3.0,Bachelor's,Employed,16.177924160637765,Suburban,Premium,0.0,674.0,2.0,Good,Yes,Monthly,Condo,583.0,2022,4,December
27.0,Male,2890.0,Divorced,1.0,Master's,Unemployed,50.42591312664362,Suburban,Premium,2.0,445.0,1.0,Poor,No,Daily,Condo,50.0,2022,14,September
19.0,Female,78837.0,Divorced,1.0,High School,,32.80283007883918,Suburban,Premium,0.0,758.0,7.0,,Yes,Rarely,Apartment,140.0,2024,11,February
55.0,Female,5835.0,Divorced,2.0,Master's,Self-Employed,38.09638765854478,Urban,Basic,0.0,516.0,7.0,Average,Yes,Daily,House,515.0,2024,14,March
41.0,Male,31226.0,Single,2.0,Master's,Employed,50.97571360192921,Rural,Comprehensive,1.0,703.0,6.0,Average,Yes,Weekly,Apartment,1767.0,2023,13,April
52.0,Male,117094.0,Divorced,3.0,High School,Unemployed,31.24974418803408,Urban,Comprehensive,2.0,635.0,5.0,,No,Daily,Condo,1879.0,2023,28,August
40.0,Female,25103.0,Married,1.0,Bachelor's,Unemployed,18.06524608398356,Suburban,Basic,,452.0,5.0,Poor,Yes,Weekly,House,562.0,2021,8,November
18.0,Male,3640.0,Single,4.0,Bachelor's,Employed,34.28941581321051,Urban,Premium,0.0,428.0,7.0,,Yes,Weekly,Condo,85.0,2022,30,November
59.0,Female,3866.0,Single,,High School,Self-Employed,,Urban,Basic,1.0,526.0,3.0,,No,Weekly,Apartment,20.0,2020,15,March
20.0,Female,3100.0,Married,1.0,High School,,,Urban,Comprehensive,,784.0,9.0,Good,No,Weekly,Condo,859.0,2024,31,July
58.0,Male,38212.0,Divorced,4.0,High School,Unemployed,27.24059837535492,Suburban,Premium,0.0,607.0,2.0,Average,Yes,Monthly,Apartment,523.0,2021,5,February
50.0,Male,54768.0,Married,4.0,Bachelor's,Employed,13.812842735859364,Urban,Comprehensive,0.0,379.0,5.0,Poor,No,Monthly,House,1540.0,2021,2,March
30.0,Female,11755.0,Married,3.0,Master's,Unemployed,10.96635322642955,Rural,Comprehensive,,744.0,3.0,Poor,No,Rarely,House,231.0,2023,19,June
,Female,1489.0,Married,4.0,Master's,Unemployed,17.61117940856313,Rural,Premium,4.0,678.0,3.0,Average,Yes,Daily,House,827.0,2023,9,July
24.0,Male,1344.0,Single,3.0,Master's,Self-Employed,30.77993004923741,Suburban,Comprehensive,,433.0,9.0,Good,Yes,Daily,Condo,2947.0,2024,15,March
53.0,Male,39467.0,Single,2.0,PhD,,15.908224555936052,Suburban,Premium,1.0,,5.0,Poor,No,Daily,House,1116.0,2020,3,September
29.0,Female,23927.0,Married,2.0,Bachelor's,Employed,28.378475599678755,Urban,Premium,1.0,847.0,3.0,Poor,Yes,Monthly,Condo,239.0,2021,9,October
19.0,Female,35930.0,Single,,Bachelor's,Unemployed,19.13796807387755,Suburban,Comprehensive,,386.0,4.0,Poor,No,Daily,Apartment,1166.0,2020,22,December
60.0,Female,1009.0,Divorced,3.0,High School,Employed,38.18884117964064,Urban,Premium,1.0,787.0,3.0,,No,Rarely,Apartment,519.0,2022,20,November
64.0,Female,5817.0,Married,2.0,High School,,22.3178493652341,Rural,Comprehensive,,821.0,7.0,Good,No,Rarely,Apartment,2447.0,2020,29,April
36.0,Female,597.0,Divorced,0.0,Bachelor's,Employed,37.68630005706515,Urban,Basic,1.0,331.0,6.0,Average,Yes,Daily,Condo,897.0,2022,10,July
40.0,Female,138508.0,Divorced,3.0,High School,Employed,41.91230989630018,Rural,Premium,2.0,431.0,6.0,Good,Yes,Monthly,Apartment,431.0,2023,11,August
45.0,Male,15258.0,Divorced,2.0,PhD,Unemployed,19.74699076700672,Urban,Premium,1.0,609.0,2.0,Poor,No,Weekly,Condo,1249.0,2024,14,April
31.0,Female,71654.0,Divorced,1.0,PhD,Employed,14.16956960054126,Rural,Comprehensive,0.0,,5.0,Average,No,Daily,House,50.0,2021,24,January
45.0,Female,16123.0,Married,4.0,Master's,Self-Employed,21.57442889167912,Suburban,Basic,0.0,431.0,8.0,Average,No,Weekly,Apartment,1528.0,2022,8,April
51.0,Female,15036.0,Divorced,4.0,PhD,,36.81734112099814,Rural,Basic,1.0,,4.0,Average,No,Rarely,Apartment,1165.0,2022,21,September
57.0,Female,46946.0,Single,4.0,Bachelor's,Self-Employed,19.918023605456007,Rural,Comprehensive,2.0,479.0,1.0,Good,Yes,Monthly,House,2858.0,2020,18,October
52.0,Female,17963.0,Divorced,3.0,PhD,Employed,26.90004050956366,Urban,Premium,3.0,656.0,6.0,Poor,Yes,Rarely,House,901.0,2023,18,March
34.0,Male,26444.0,Married,,Bachelor's,Unemployed,14.58019951532444,Rural,Basic,0.0,367.0,9.0,Average,No,Monthly,Apartment,456.0,2019,3,September
38.0,Female,72946.0,Divorced,3.0,High School,Unemployed,,Rural,Comprehensive,0.0,468.0,5.0,Poor,Yes,Daily,House,111.0,2022,26,April
18.0,Female,22554.0,Divorced,0.0,Bachelor's,Self-Employed,17.92860503378125,Urban,Premium,,725.0,9.0,Poor,No,Weekly,Apartment,456.0,2021,17,April
21.0,Female,29467.0,Single,1.0,PhD,,34.48563162028115,Suburban,Basic,1.0,682.0,2.0,Average,No,Weekly,Apartment,2581.0,2019,19,December
52.0,Male,38133.0,Single,0.0,Master's,Self-Employed,17.939173117327535,Urban,Premium,1.0,798.0,3.0,Poor,No,Rarely,Apartment,2060.0,2021,17,October
32.0,Female,20583.0,Single,1.0,High School,Self-Employed,35.17946416397848,Suburban,Premium,1.0,,9.0,Good,No,Rarely,Condo,1591.0,2021,19,September
60.0,Female,26071.0,Divorced,4.0,Master's,Self-Employed,25.81479296004012,Suburban,Premium,3.0,789.0,4.0,Poor,Yes,Weekly,Condo,1106.0,2021,26,December
19.0,Male,11892.0,Divorced,2.0,Master's,Unemployed,23.28763359147636,Suburban,Premium,0.0,551.0,9.0,Good,No,Weekly,House,466.0,2021,8,October
52.0,Male,23706.0,Married,0.0,Master's,Employed,48.18302308793995,Suburban,Comprehensive,2.0,693.0,4.0,Good,No,Weekly,Condo,431.0,2022,8,May
32.0,Male,,Divorced,3.0,PhD,,20.08301027044769,Suburban,Basic,,394.0,9.0,Good,No,Rarely,Apartment,305.0,2023,24,November
57.0,Female,638.0,,1.0,Bachelor's,Self-Employed,30.87940134434617,Rural,Premium,1.0,483.0,9.0,Good,Yes,Rarely,House,1488.0,2023,17,July
37.0,Female,4819.0,Married,3.0,High School,Unemployed,52.87837386507004,Rural,Basic,0.0,,1.0,Poor,No,Weekly,Apartment,745.0,2023,19,August
21.0,Male,14079.0,Married,2.0,Master's,Self-Employed,23.76442900104254,Urban,Premium,,449.0,9.0,Average,No,Weekly,Condo,597.0,2022,17,April
60.0,Male,2487.0,Single,4.0,Bachelor's,Employed,47.91818979421505,Suburban,Premium,1.0,,5.0,Poor,No,Monthly,House,2326.0,2023,12,November
35.0,Male,28572.0,Single,0.0,PhD,Employed,7.024933420460879,Urban,Comprehensive,,674.0,9.0,Average,Yes,Weekly,Apartment,712.0,2020,23,April
28.0,Female,12091.0,Single,2.0,High School,,10.381514139080751,Urban,Premium,3.0,513.0,8.0,Average,Yes,Daily,Apartment,1703.0,2022,12,October
52.0,Male,26207.0,Single,1.0,Bachelor's,Unemployed,26.94826824832316,Suburban,Basic,,662.0,7.0,Poor,No,Rarely,House,1145.0,2022,11,November
25.0,Female,83908.0,Single,4.0,High School,Employed,24.52702644102157,Urban,Basic,2.0,381.0,9.0,Good,No,Weekly,House,393.0,2023,25,February
23.0,Female,17984.0,Single,,Master's,Employed,44.35785755977348,Urban,Basic,3.0,638.0,4.0,Good,No,Monthly,Apartment,1262.0,2024,30,June
46.0,Male,9988.0,Single,3.0,PhD,Self-Employed,32.50403727962508,Suburban,Comprehensive,1.0,480.0,1.0,Good,Yes,Rarely,Condo,1644.0,2024,5,January
55.0,Male,749.0,Married,0.0,Master's,Employed,12.444816387813546,Suburban,Premium,0.0,566.0,6.0,Poor,No,Rarely,Apartment,48.0,2020,19,November
51.0,Male,34960.0,Married,,High School,Self-Employed,37.35841599990395,Rural,Basic,,716.0,8.0,Average,No,Weekly,House,149.0,2024,10,May
53.0,Male,19153.0,Single,0.0,Master's,Employed,23.929203537692324,Suburban,Premium,2.0,725.0,2.0,Poor,Yes,Rarely,Condo,182.0,2023,20,September
51.0,Male,14054.0,Married,2.0,Bachelor's,Employed,24.98554569585857,Urban,Premium,0.0,568.0,2.0,Good,Yes,Weekly,Apartment,2881.0,2021,15,June
,Female,45758.0,Divorced,1.0,PhD,Self-Employed,25.91209157026863,Suburban,Basic,1.0,496.0,5.0,Good,No,Daily,Condo,455.0,2020,18,February
57.0,Female,29003.0,Married,,High School,Self-Employed,26.61101842641872,Suburban,Basic,0.0,511.0,2.0,Average,Yes,Daily,House,485.0,2023,22,January
39.0,Female,27460.0,Single,0.0,Bachelor's,Self-Employed,16.80648010165387,Suburban,Comprehensive,,796.0,2.0,Poor,Yes,Rarely,Apartment,1029.0,2024,28,February
44.0,Male,51817.0,Divorced,1.0,Bachelor's,,13.651980309336375,Rural,Premium,,844.0,7.0,Average,No,Monthly,Apartment,403.0,2024,23,January
38.0,Female,36279.0,Single,4.0,Bachelor's,Employed,11.858282430596836,Rural,Basic,0.0,533.0,7.0,Average,No,Rarely,Apartment,2342.0,2021,28,December
49.0,Male,16650.0,Married,0.0,Master's,Unemployed,40.45578342977704,Rural,Comprehensive,1.0,693.0,9.0,Poor,Yes,Rarely,Apartment,72.0,2022,18,August
35.0,Male,49842.0,Single,3.0,Bachelor's,,11.540746553400282,Urban,Premium,0.0,,3.0,Good,No,Monthly,House,394.0,2022,3,December
58.0,Male,,Single,2.0,High School,,38.4834296231443,Suburban,Basic,,370.0,7.0,Poor,Yes,Monthly,Condo,2879.0,2021,23,August
20.0,Female,24791.0,Divorced,3.0,PhD,Employed,,Suburban,Basic,1.0,464.0,7.0,,Yes,Rarely,House,1290.0,2021,10,September
27.0,Female,18096.0,Single,3.0,PhD,Self-Employed,16.973166308617106,Suburban,Comprehensive,0.0,546.0,1.0,Average,No,Rarely,Apartment,917.0,2022,23,May
22.0,Female,1588.0,Divorced,4.0,Master's,Employed,50.09381440934478,Suburban,Premium,1.0,665.0,5.0,Good,Yes,Rarely,Condo,2154.0,2023,25,January
59.0,Male,11549.0,Single,2.0,High School,,12.073008480100349,Suburban,Premium,0.0,,7.0,Average,No,Monthly,Condo,1258.0,2024,18,March
42.0,Female,29072.0,Married,2.0,Master's,Unemployed,28.935205588817496,Suburban,Premium,1.0,595.0,2.0,Poor,No,Monthly,House,564.0,2022,31,March
32.0,Male,96681.0,Married,2.0,PhD,Employed,51.02773913611465,Suburban,Premium,,614.0,3.0,Average,No,Weekly,House,671.0,2020,6,March
57.0,Male,35123.0,Single,1.0,High School,Employed,46.31603687177965,Rural,Basic,2.0,748.0,6.0,Average,Yes,Monthly,Condo,654.0,2019,30,October
27.0,Female,5667.0,Married,3.0,PhD,Employed,12.937121270713622,Suburban,Premium,0.0,818.0,1.0,Poor,Yes,Rarely,Condo,1431.0,2021,25,June
27.0,Male,25652.0,Married,0.0,High School,Employed,14.928200978490466,Suburban,Premium,0.0,,5.0,Poor,No,Rarely,Condo,1588.0,2020,28,July
48.0,Male,16983.0,Divorced,1.0,PhD,Self-Employed,46.37354711305074,Suburban,Premium,,407.0,2.0,Good,Yes,Monthly,Apartment,2093.0,2022,6,May
21.0,Male,4766.0,,1.0,High School,,10.064359534993676,Rural,Basic,0.0,847.0,9.0,Average,No,Rarely,Condo,1617.0,2022,23,July
23.0,Male,14366.0,Divorced,1.0,Master's,,27.05157407713588,Urban,Comprehensive,,528.0,9.0,Good,Yes,Rarely,Apartment,717.0,2022,8,July
